date,us01mo,us03mo,us06mo,us01y,us02y,us03y,us05y,us07y,us10y,us20y,us30y
1991-08-12,null,5.48,5.62,5.800,6.490,6.85,7.49,7.80,7.95,null,8.21
1991-08-13,null,5.45,5.64,5.800,6.480,6.84,7.46,7.76,7.91,null,8.17
1991-08-14,null,5.45,5.60,5.700,6.370,6.75,7.37,7.66,7.82,null,8.08
1991-08-15,null,5.46,5.59,5.670,6.330,6.73,7.37,7.68,7.84,null,8.09
1991-08-16,null,5.42,5.54,5.650,6.310,6.69,7.33,7.66,7.84,null,8.09
1991-08-19,null,5.27,5.43,5.520,6.240,6.63,7.31,7.65,7.83,null,8.11
1991-08-20,null,5.26,5.35,5.480,6.170,6.58,7.24,7.61,7.81,null,8.09
1991-08-21,null,5.44,5.52,5.630,6.270,6.65,7.27,7.63,7.80,null,8.07
1991-08-22,null,5.47,5.56,5.660,6.270,6.65,7.25,7.61,7.78,null,8.05
1991-08-23,null,5.56,5.71,5.820,6.460,6.78,7.39,7.71,7.88,null,8.13
1991-08-26,null,5.58,5.72,5.850,6.480,6.81,7.44,7.75,7.91,null,8.15
1991-08-27,null,5.55,5.68,5.800,6.410,6.76,7.42,7.74,7.89,null,8.14
1991-08-28,null,5.46,5.56,5.680,6.300,6.65,7.32,7.65,7.82,null,8.06
1991-08-29,null,5.43,5.53,5.650,6.250,6.59,7.24,7.58,7.74,null,7.99
1991-08-30,null,5.49,5.60,5.720,6.360,6.68,7.34,7.67,7.82,null,8.06
1991-09-03,null,5.51,5.61,5.720,6.330,6.67,7.32,7.66,7.81,null,8.05
1991-09-04,null,5.49,5.61,5.710,6.310,6.67,7.31,7.66,7.81,null,8.06
1991-09-05,null,5.48,5.61,5.710,6.310,6.67,7.32,7.67,7.83,null,8.09
1991-09-06,null,5.45,5.56,5.650,6.260,6.62,7.24,7.60,7.76,null,8.02
1991-09-09,null,5.44,5.53,5.610,6.230,6.58,7.20,7.56,7.73,null,8.00
1991-09-10,null,5.40,5.49,5.610,6.210,6.58,7.20,7.55,7.73,null,8.01
1991-09-11,null,5.42,5.50,5.610,6.230,6.58,7.21,7.56,7.74,null,8.02
1991-09-12,null,5.38,5.47,5.560,6.200,6.53,7.15,7.52,7.67,null,7.96
1991-09-13,null,5.31,5.42,5.530,6.180,6.51,7.13,7.48,7.66,null,7.95
1991-09-16,null,5.34,5.44,5.550,6.170,6.50,7.11,7.44,7.63,null,7.93
1991-09-17,null,5.35,5.46,5.560,6.180,6.50,7.10,7.43,7.62,null,7.92
1991-09-18,null,5.34,5.45,5.560,6.180,6.48,7.10,7.43,7.62,null,7.92
1991-09-19,null,5.36,5.48,5.590,6.200,6.47,7.10,7.43,7.61,null,7.92
1991-09-20,null,5.35,5.47,5.550,6.180,6.44,7.09,7.40,7.57,null,7.89
1991-09-23,null,5.37,5.47,5.540,6.170,6.42,7.09,7.38,7.55,null,7.88
1991-09-24,null,5.33,5.46,5.540,6.110,6.42,7.09,7.38,7.56,null,7.89
1991-09-25,null,5.33,5.45,5.530,6.120,6.42,7.06,7.40,7.58,null,7.91
1991-09-26,null,5.28,5.40,5.470,6.050,6.35,7.03,7.38,7.56,null,7.89
1991-09-27,null,5.28,5.36,5.430,6.020,6.31,6.95,7.31,7.49,null,7.83
1991-09-30,null,5.26,5.34,5.420,5.990,6.28,6.92,7.29,7.47,null,7.82
1991-10-01,null,5.25,5.35,5.420,5.990,6.26,6.90,7.27,7.45,null,7.81
1991-10-02,null,5.24,5.37,5.430,5.990,6.29,6.90,7.28,7.47,null,7.83
1991-10-03,null,5.19,5.33,5.390,5.980,6.25,6.88,7.26,7.47,null,7.84
1991-10-04,null,5.17,5.29,5.350,5.910,6.20,6.81,7.18,7.39,null,7.79
1991-10-07,null,5.18,5.30,5.350,5.930,6.20,6.81,7.18,7.40,null,7.79
1991-10-08,null,5.17,5.29,5.350,5.890,6.19,6.82,7.20,7.43,null,7.82
1991-10-09,null,5.16,5.28,5.360,5.930,6.23,6.87,7.24,7.51,null,7.91
1991-10-10,null,5.18,5.29,5.400,5.980,6.30,6.93,7.30,7.58,null,7.98
1991-10-11,null,5.14,5.23,5.330,5.910,6.22,6.84,7.19,7.49,null,7.90
1991-10-15,null,5.13,5.24,5.280,5.850,6.17,6.81,7.16,7.46,null,7.87
1991-10-16,null,5.12,5.22,5.270,5.860,6.17,6.79,7.15,7.45,null,7.88
1991-10-17,null,5.18,5.28,5.380,5.930,6.25,6.90,7.24,7.55,null,8.00
1991-10-18,null,5.18,5.28,5.390,5.950,6.24,6.88,7.22,7.53,null,7.97
1991-10-21,null,5.19,5.34,5.430,5.990,6.30,6.95,7.30,7.62,null,8.06
1991-10-22,null,5.21,5.35,5.440,6.020,6.33,6.99,7.35,7.67,null,8.10
1991-10-23,null,5.19,5.33,5.420,6.010,6.35,7.00,7.37,7.69,null,8.09
1991-10-24,null,5.12,5.25,5.320,5.930,6.25,6.91,7.33,7.65,null,8.03
1991-10-25,null,5.11,5.25,5.320,5.930,6.28,6.96,7.36,7.68,null,8.05
1991-10-28,null,5.09,5.20,5.290,5.880,6.24,6.91,7.32,7.65,null,8.03
1991-10-29,null,5.03,5.13,5.190,5.780,6.14,6.80,7.19,7.51,null,7.91
1991-10-30,null,4.98,5.07,5.130,5.730,6.12,6.77,7.18,7.48,null,7.90
1991-10-31,null,4.96,5.03,5.100,5.700,6.06,6.74,7.15,7.47,null,7.91
1991-11-01,null,4.89,4.98,5.030,5.650,6.02,6.71,7.16,7.48,null,7.93
1991-11-04,null,4.88,4.99,5.020,5.630,6.03,6.74,7.18,7.50,null,7.95
1991-11-05,null,4.90,5.01,5.070,5.700,6.04,6.79,7.21,7.56,null,8.02
1991-11-06,null,4.76,4.89,4.980,5.630,5.97,6.72,7.16,7.51,null,8.01
1991-11-07,null,4.76,4.88,4.960,5.620,5.95,6.65,7.08,7.43,null,7.92
1991-11-08,null,4.75,4.88,4.960,5.630,5.96,6.66,7.08,7.41,null,7.88
1991-11-12,null,4.77,4.89,4.980,5.650,5.97,6.65,7.05,7.37,null,7.80
1991-11-13,null,4.76,4.89,5.020,5.650,6.00,6.69,7.08,7.41,null,7.88
1991-11-14,null,4.76,4.86,4.950,5.600,5.93,6.62,7.02,7.35,null,7.82
1991-11-15,null,4.72,4.81,4.890,5.540,5.88,6.58,6.99,7.33,null,7.84
1991-11-18,null,4.71,4.82,4.890,5.550,5.88,6.57,6.98,7.33,null,7.84
1991-11-19,null,4.66,4.74,4.840,5.500,5.83,6.55,6.99,7.37,null,7.90
1991-11-20,null,4.62,4.73,4.830,5.520,5.84,6.56,7.01,7.38,null,7.92
1991-11-21,null,4.56,4.68,4.770,5.500,5.82,6.54,6.99,7.39,null,7.96
1991-11-22,null,4.55,4.67,4.750,5.490,5.82,6.56,7.02,7.44,null,7.99
1991-11-25,null,4.55,4.68,4.780,5.500,5.86,6.61,7.06,7.45,null,7.99
1991-11-26,null,4.52,4.63,4.750,5.450,5.81,6.53,7.04,7.42,null,7.95
1991-11-27,null,4.51,4.62,4.740,5.430,5.80,6.53,7.03,7.42,null,7.97
1991-11-29,null,4.47,4.57,4.690,5.380,5.76,6.48,6.99,7.38,null,7.94
1991-12-02,null,4.51,4.56,4.680,5.330,5.71,6.43,6.91,7.32,null,7.92
1991-12-03,null,4.48,4.53,4.640,5.290,5.67,6.39,6.86,7.28,null,7.90
1991-12-04,null,4.43,4.47,4.590,5.220,5.59,6.27,6.74,7.17,null,7.84
1991-12-05,null,4.43,4.48,4.600,5.220,5.60,6.30,6.78,7.21,null,7.86
1991-12-06,null,4.36,4.38,4.530,5.190,5.58,6.31,6.81,7.26,null,7.78
1991-12-09,null,4.28,4.33,4.440,5.090,5.48,6.23,6.75,7.22,null,7.78
1991-12-10,null,4.32,4.36,4.470,5.070,5.48,6.25,6.75,7.21,null,7.79
1991-12-11,null,4.26,4.32,4.460,5.040,5.44,6.26,6.76,7.22,null,7.81
1991-12-12,null,4.26,4.32,4.420,5.060,5.43,6.23,6.74,7.19,null,7.77
1991-12-13,null,4.26,4.33,4.430,5.090,5.46,6.30,6.79,7.22,null,7.79
1991-12-16,null,4.25,4.34,4.420,5.060,5.44,6.28,6.78,7.21,null,7.77
1991-12-17,null,4.22,4.32,4.380,5.020,5.39,6.24,6.75,7.18,null,7.75
1991-12-18,null,4.23,4.35,4.440,5.110,5.46,6.30,6.78,7.19,null,7.76
1991-12-19,null,4.15,4.29,4.390,5.050,5.40,6.19,6.73,7.11,null,7.68
1991-12-20,null,3.84,3.98,4.110,4.800,5.20,6.02,6.59,6.97,null,7.59
1991-12-23,null,3.87,4.01,4.130,4.790,5.17,6.00,6.51,6.88,null,7.53
1991-12-24,null,3.91,4.02,4.180,4.840,5.18,6.01,6.53,6.88,null,7.53
1991-12-26,null,3.92,4.06,4.190,4.850,5.17,6.00,6.51,6.85,null,7.51
1991-12-27,null,3.96,4.02,4.180,4.850,5.15,6.00,6.50,6.82,null,7.52
1991-12-30,null,3.97,4.02,4.140,4.800,5.14,5.97,6.44,6.76,null,7.45
1991-12-31,null,3.96,4.00,4.120,4.770,5.11,5.93,6.38,6.71,null,7.41
1992-01-02,null,3.96,4.01,4.130,4.770,5.13,5.98,6.46,6.78,null,7.46
1992-01-03,null,3.95,4.02,4.160,4.800,5.19,6.05,6.54,6.85,null,7.48
1992-01-06,null,3.92,3.96,4.120,4.760,5.14,6.02,6.51,6.82,null,7.44
1992-01-07,null,3.85,3.93,4.030,4.670,5.06,5.94,6.44,6.76,null,7.39
1992-01-08,null,3.82,3.90,4.000,4.660,5.05,5.96,6.42,6.77,null,7.41
1992-01-09,null,3.87,3.96,4.050,4.770,5.13,6.02,6.47,6.79,null,7.42
1992-01-10,null,3.92,4.00,4.110,4.850,5.22,6.10,6.54,6.85,null,7.47
1992-01-13,null,3.92,4.02,4.170,4.930,5.34,6.21,6.62,6.92,null,7.49
1992-01-14,null,3.92,4.01,4.160,5.000,5.44,6.34,6.77,7.03,null,7.54
1992-01-15,null,3.94,4.05,4.220,5.070,5.48,6.37,6.78,7.05,null,7.57
1992-01-16,null,3.89,4.02,4.180,5.070,5.51,6.41,6.84,7.13,null,7.65
1992-01-17,null,3.89,4.02,4.140,5.020,5.46,6.36,6.81,7.09,null,7.61
1992-01-21,null,3.86,3.97,4.100,4.970,5.36,6.27,6.71,7.03,null,7.57
1992-01-22,null,3.85,3.97,4.100,4.950,5.40,6.28,6.74,7.09,null,7.62
1992-01-23,null,3.87,3.98,4.150,5.020,5.51,6.32,6.84,7.20,null,7.71
1992-01-24,null,3.91,4.06,4.220,5.130,5.62,6.40,6.89,7.25,null,7.71
1992-01-27,null,3.93,4.07,4.240,5.150,5.66,6.41,6.88,7.24,null,7.71
1992-01-28,null,3.93,4.05,4.200,5.100,5.58,6.32,6.80,7.16,null,7.66
1992-01-29,null,3.96,4.07,4.220,5.150,5.67,6.42,6.89,7.25,null,7.75
1992-01-30,null,3.93,4.07,4.240,5.170,5.71,6.48,6.93,7.31,null,7.79
1992-01-31,null,3.94,4.07,4.230,5.110,5.65,6.44,6.92,7.31,null,7.77
1992-02-03,null,3.96,4.06,4.230,5.150,5.72,6.52,6.98,7.36,null,7.82
1992-02-04,null,3.94,4.04,4.210,5.120,5.67,6.46,6.91,7.29,null,7.76
1992-02-05,null,3.94,4.03,4.210,5.070,5.59,6.40,6.83,7.21,null,7.74
1992-02-06,null,3.91,4.02,4.200,5.050,5.56,6.40,6.81,7.20,null,7.75
1992-02-07,null,3.84,3.92,4.100,4.970,5.51,6.40,6.80,7.20,null,7.77
1992-02-10,null,3.83,3.93,4.080,4.940,5.52,6.38,6.79,7.21,null,7.79
1992-02-11,null,3.85,3.97,4.140,5.010,5.51,6.40,6.82,7.23,null,7.79
1992-02-12,null,3.85,3.97,4.160,5.080,5.55,6.46,6.88,7.30,null,7.81
1992-02-13,null,3.89,4.03,4.260,5.220,5.72,6.61,7.00,7.40,null,7.92
1992-02-14,null,3.89,4.04,4.320,5.270,5.76,6.65,7.02,7.41,null,7.91
1992-02-18,null,3.93,4.08,4.310,5.240,5.77,6.69,7.07,7.47,null,7.97
1992-02-19,null,3.95,4.11,4.330,5.280,5.78,6.67,7.05,7.42,null,7.93
1992-02-20,null,3.98,4.14,4.380,5.300,5.78,6.67,7.03,7.41,null,7.91
1992-02-21,null,4.03,4.20,4.470,5.460,5.93,6.77,7.10,7.45,null,7.95
1992-02-24,null,4.07,4.23,4.480,5.460,5.96,6.81,7.12,7.47,null,7.97
1992-02-25,null,4.07,4.22,4.470,5.430,5.92,6.78,7.09,7.44,null,7.94
1992-02-26,null,4.05,4.18,4.400,5.370,5.84,6.66,7.01,7.33,null,7.85
1992-02-27,null,4.04,4.14,4.360,5.340,5.84,6.67,7.02,7.35,null,7.86
1992-02-28,null,4.03,4.14,4.350,5.270,5.75,6.58,6.95,7.27,null,7.80
1992-03-02,null,4.14,4.28,4.500,5.450,5.94,6.73,7.07,7.38,null,7.90
1992-03-03,null,4.14,4.28,4.510,5.480,5.94,6.76,7.11,7.43,null,7.93
1992-03-04,null,4.13,4.27,4.520,5.500,5.98,6.76,7.10,7.43,null,7.90
1992-03-05,null,4.14,4.30,4.630,5.620,6.10,6.87,7.21,7.51,null,7.95
1992-03-06,null,4.14,4.29,4.600,5.600,6.05,6.85,7.18,7.48,null,7.93
1992-03-09,null,4.10,4.27,4.550,5.540,6.01,6.77,7.10,7.42,null,7.88
1992-03-10,null,4.11,4.29,4.580,5.560,6.02,6.78,7.11,7.43,null,7.89
1992-03-11,null,4.11,4.31,4.600,5.580,6.07,6.86,7.21,7.51,null,7.96
1992-03-12,null,4.12,4.33,4.690,5.740,6.22,7.01,7.33,7.62,null,8.04
1992-03-13,null,4.16,4.38,4.790,5.860,6.37,7.14,7.44,7.71,null,8.06
1992-03-16,null,4.18,4.41,4.780,5.870,6.37,7.12,7.43,7.69,null,8.07
1992-03-17,null,4.16,4.39,4.720,5.830,6.32,7.06,7.37,7.62,null,8.02
1992-03-18,null,4.15,4.40,4.740,5.840,6.33,7.06,7.36,7.62,null,8.01
1992-03-19,null,4.15,4.38,4.690,5.790,6.29,7.03,7.31,7.57,null,7.98
1992-03-20,null,4.16,4.40,4.740,5.860,6.36,7.12,7.38,7.64,null,8.05
1992-03-23,null,4.17,4.41,4.740,5.870,6.37,7.10,7.37,7.62,null,8.04
1992-03-24,null,4.15,4.34,4.660,5.780,6.26,7.00,7.27,7.53,null,7.94
1992-03-25,null,4.11,4.31,4.620,5.720,6.22,6.96,7.25,7.53,null,7.94
1992-03-26,null,4.11,4.30,4.600,5.690,6.23,6.98,7.29,7.57,null,7.99
1992-03-27,null,4.11,4.29,4.600,5.680,6.22,6.97,7.27,7.54,null,7.94
1992-03-30,null,4.16,4.33,4.560,5.610,6.19,6.93,7.25,7.54,null,7.95
1992-03-31,null,4.15,4.32,4.540,5.600,6.17,6.94,7.25,7.54,null,7.96
1992-04-01,null,4.11,4.26,4.480,5.530,6.07,6.82,7.17,7.46,null,7.90
1992-04-02,null,4.12,4.27,4.530,5.550,6.10,6.85,7.20,7.47,null,7.92
1992-04-03,null,4.06,4.17,4.400,5.370,5.93,6.76,7.13,7.42,null,7.88
1992-04-06,null,4.03,4.17,4.390,5.360,5.91,6.74,7.12,7.41,null,7.88
1992-04-07,null,3.96,4.12,4.350,5.340,5.89,6.73,7.12,7.41,null,7.90
1992-04-08,null,3.96,4.10,4.320,5.330,5.87,6.76,7.14,7.44,null,7.94
1992-04-09,null,3.75,3.87,4.080,5.090,5.65,6.59,7.02,7.35,null,7.85
1992-04-10,null,3.74,3.88,4.120,5.160,5.72,6.62,7.03,7.37,null,7.89
1992-04-13,null,3.70,3.85,4.080,5.110,5.69,6.58,6.98,7.33,null,7.86
1992-04-14,null,3.70,3.85,4.100,5.150,5.71,6.60,6.99,7.35,null,7.88
1992-04-15,null,3.70,3.84,4.140,5.220,5.77,6.66,7.02,7.37,null,7.87
1992-04-16,null,3.73,3.90,4.230,5.340,5.90,6.76,7.11,7.45,null,7.93
1992-04-20,null,3.79,4.01,4.340,5.450,6.03,6.90,7.25,7.59,null,8.02
1992-04-21,null,3.77,3.98,4.330,5.410,6.01,6.89,7.24,7.58,null,8.03
1992-04-22,null,3.77,3.98,4.330,5.410,6.01,6.89,7.23,7.57,null,8.04
1992-04-23,null,3.76,3.97,4.350,5.410,6.05,6.91,7.25,7.59,null,8.06
1992-04-24,null,3.76,3.94,4.270,5.330,5.99,6.85,7.21,7.55,null,8.06
1992-04-27,null,3.82,4.00,4.360,5.420,6.04,6.90,7.25,7.60,null,8.10
1992-04-28,null,3.80,3.97,4.340,5.400,6.03,6.87,7.23,7.57,null,8.06
1992-04-29,null,3.80,3.96,4.340,5.390,6.01,6.88,7.26,7.60,null,8.08
1992-04-30,null,3.79,3.97,4.400,5.460,6.05,6.91,7.26,7.61,null,8.06
1992-05-01,null,3.72,3.89,4.280,5.330,5.97,6.82,7.20,7.56,null,8.01
1992-05-04,null,3.71,3.91,4.280,5.320,5.95,6.82,7.21,7.58,null,8.03
1992-05-05,null,3.72,3.92,4.270,5.300,5.92,6.80,7.18,7.56,null,8.01
1992-05-06,null,3.70,3.88,4.220,5.250,5.90,6.76,7.15,7.46,null,7.97
1992-05-07,null,3.71,3.90,4.260,5.340,5.96,6.80,7.16,7.49,null,8.00
1992-05-08,null,3.72,3.88,4.220,5.290,5.88,6.73,7.09,7.41,null,7.90
1992-05-11,null,3.74,3.87,4.180,5.240,5.82,6.71,7.07,7.40,null,7.90
1992-05-12,null,3.70,3.84,4.150,5.190,5.78,6.66,7.02,7.36,null,7.86
1992-05-13,null,3.67,3.81,4.090,5.140,5.72,6.64,7.00,7.34,null,7.85
1992-05-14,null,3.65,3.82,4.090,5.130,5.72,6.63,7.00,7.34,null,7.87
1992-05-15,null,3.66,3.80,4.080,5.110,5.70,6.60,6.96,7.28,null,7.81
1992-05-18,null,3.69,3.83,4.080,5.120,5.69,6.59,6.96,7.28,null,7.82
1992-05-19,null,3.62,3.74,4.000,5.000,5.59,6.47,6.86,7.20,null,7.77
1992-05-20,null,3.65,3.79,4.080,5.130,5.66,6.55,6.93,7.25,null,7.79
1992-05-21,null,3.76,3.93,4.250,5.340,5.89,6.77,7.10,7.39,null,7.86
1992-05-22,null,3.77,3.91,4.190,5.240,5.81,6.69,7.05,7.35,null,7.83
1992-05-26,null,3.84,4.02,4.320,5.350,5.91,6.79,7.14,7.46,null,7.92
1992-05-27,null,3.79,3.98,4.270,5.280,5.86,6.74,7.11,7.44,null,7.91
1992-05-28,null,3.77,3.95,4.240,5.220,5.79,6.67,7.04,7.36,null,7.87
1992-05-29,null,3.79,3.96,4.240,5.190,5.75,6.61,7.00,7.33,null,7.84
1992-06-01,null,3.82,4.01,4.320,5.290,5.84,6.69,7.06,7.39,null,7.90
1992-06-02,null,3.83,4.00,4.300,5.230,5.78,6.61,7.02,7.35,null,7.87
1992-06-03,null,3.80,3.99,4.270,5.200,5.76,6.60,7.01,7.34,null,7.88
1992-06-04,null,3.78,3.98,4.260,5.220,5.76,6.60,7.01,7.34,null,7.88
1992-06-05,null,3.77,3.94,4.210,5.130,5.70,6.55,6.96,7.31,null,7.84
1992-06-08,null,3.78,3.95,4.200,5.110,5.69,6.56,6.97,7.31,null,7.84
1992-06-09,null,3.77,3.94,4.200,5.110,5.69,6.59,6.99,7.33,null,7.88
1992-06-10,null,3.77,3.95,4.200,5.130,5.69,6.59,7.01,7.35,null,7.90
1992-06-11,null,3.75,3.92,4.180,5.090,5.67,6.56,6.98,7.33,null,7.88
1992-06-12,null,3.75,3.88,4.140,5.060,5.61,6.49,6.94,7.29,null,7.85
1992-06-15,null,3.75,3.88,4.130,5.050,5.60,6.49,6.93,7.28,null,7.85
1992-06-16,null,3.72,3.86,4.120,5.020,5.56,6.44,6.88,7.24,null,7.84
1992-06-17,null,3.70,3.83,4.100,5.000,5.55,6.44,6.86,7.23,null,7.82
1992-06-18,null,3.69,3.82,4.080,4.940,5.50,6.39,6.81,7.19,null,7.80
1992-06-19,null,3.74,3.89,4.170,5.000,5.54,6.45,6.87,7.24,null,7.83
1992-06-22,null,3.75,3.88,4.150,4.990,5.55,6.45,6.86,7.24,null,7.84
1992-06-23,null,3.77,3.93,4.220,5.100,5.58,6.50,6.88,7.25,null,7.85
1992-06-24,null,3.72,3.85,4.110,4.960,5.47,6.39,6.83,7.20,null,7.83
1992-06-25,null,3.71,3.82,4.090,4.890,5.41,6.32,6.75,7.14,null,7.78
1992-06-26,null,3.71,3.83,4.110,4.880,5.42,6.33,6.78,7.15,null,7.79
1992-06-29,null,3.66,3.77,4.040,4.830,5.38,6.29,6.74,7.12,null,7.78
1992-06-30,null,3.65,3.77,4.050,4.830,5.39,6.29,6.76,7.14,null,7.79
1992-07-01,null,3.63,3.75,4.040,4.820,5.38,6.27,6.73,7.10,null,7.76
1992-07-02,null,3.31,3.45,3.700,4.550,5.15,6.02,6.53,6.93,null,7.63
1992-07-06,null,3.29,3.41,3.670,4.460,5.06,5.97,6.49,6.90,null,7.62
1992-07-07,null,3.28,3.38,3.630,4.400,4.98,5.91,6.45,6.87,null,7.61
1992-07-08,null,3.29,3.39,3.630,4.400,4.98,5.93,6.45,6.91,null,7.61
1992-07-09,null,3.28,3.37,3.630,4.400,4.97,5.93,6.45,6.91,null,7.61
1992-07-10,null,3.29,3.37,3.620,4.380,4.95,5.92,6.43,6.93,null,7.64
1992-07-13,null,3.29,3.40,3.620,4.400,4.97,5.94,6.46,6.97,null,7.67
1992-07-14,null,3.28,3.38,3.570,4.320,4.91,5.90,6.45,6.97,null,7.69
1992-07-15,null,3.25,3.33,3.480,4.250,4.82,5.80,6.37,6.90,null,7.64
1992-07-16,null,3.24,3.32,3.490,4.250,4.80,5.80,6.35,6.87,null,7.62
1992-07-17,null,3.23,3.32,3.500,4.270,4.83,5.82,6.38,6.90,null,7.68
1992-07-20,null,3.26,3.35,3.510,4.300,4.84,5.82,6.38,6.90,null,7.66
1992-07-21,null,3.26,3.36,3.550,4.340,4.87,5.82,6.37,6.89,null,7.67
1992-07-22,null,3.24,3.34,3.530,4.290,4.81,5.77,6.32,6.85,null,7.62
1992-07-23,null,3.23,3.33,3.520,4.200,4.71,5.62,6.18,6.72,null,7.54
1992-07-24,null,3.23,3.34,3.550,4.250,4.77,5.66,6.20,6.73,null,7.57
1992-07-27,null,3.26,3.38,3.580,4.270,4.78,5.66,6.16,6.69,null,7.53
1992-07-28,null,3.26,3.36,3.550,4.270,4.75,5.63,6.11,6.63,null,7.44
1992-07-29,null,3.25,3.36,3.540,4.250,4.76,5.62,6.09,6.60,null,7.43
1992-07-30,null,3.25,3.36,3.580,4.330,4.88,5.76,6.24,6.69,null,7.46
1992-07-31,null,3.25,3.38,3.620,4.420,4.97,5.84,6.27,6.72,null,7.46
1992-08-03,null,3.25,3.38,3.610,4.400,4.97,5.82,6.28,6.72,null,7.46
1992-08-04,null,3.24,3.36,3.570,4.310,4.88,5.72,6.20,6.66,null,7.43
1992-08-05,null,3.24,3.36,3.550,4.290,4.83,5.69,6.17,6.64,null,7.43
1992-08-06,null,3.23,3.35,3.540,4.290,4.82,5.67,6.18,6.65,null,7.45
1992-08-07,null,3.21,3.29,3.440,4.180,4.71,5.56,6.08,6.57,null,7.40
1992-08-10,null,3.20,3.30,3.420,4.120,4.67,5.50,6.01,6.52,null,7.37
1992-08-11,null,3.20,3.30,3.430,4.150,4.66,5.50,5.99,6.50,null,7.33
1992-08-12,null,3.19,3.30,3.450,4.190,4.71,5.54,6.02,6.48,null,7.33
1992-08-13,null,3.16,3.28,3.430,4.190,4.72,5.57,6.09,6.55,null,7.36
1992-08-14,null,3.13,3.26,3.400,4.140,4.67,5.54,6.06,6.53,null,7.33
1992-08-17,null,3.16,3.27,3.410,4.130,4.66,5.55,6.09,6.56,null,7.37
1992-08-18,null,3.14,3.22,3.360,4.040,4.56,5.44,6.00,6.48,null,7.33
1992-08-19,null,3.15,3.24,3.380,4.060,4.55,5.43,5.99,6.47,null,7.33
1992-08-20,null,3.15,3.25,3.400,4.040,4.54,5.42,5.98,6.46,null,7.32
1992-08-21,null,3.14,3.28,3.460,4.130,4.63,5.54,6.08,6.53,null,7.36
1992-08-24,null,3.23,3.36,3.570,4.270,4.80,5.72,6.25,6.68,null,7.44
1992-08-25,null,3.24,3.36,3.570,4.320,4.86,5.76,6.29,6.73,null,7.47
1992-08-26,null,3.23,3.34,3.500,4.260,4.81,5.70,6.25,6.68,null,7.43
1992-08-27,null,3.23,3.34,3.480,4.230,4.76,5.65,6.20,6.64,null,7.42
1992-08-28,null,3.23,3.34,3.470,4.160,4.72,5.60,6.18,6.63,null,7.42
1992-08-31,null,3.23,3.35,3.470,4.150,4.69,5.60,6.17,6.62,null,7.42
1992-09-01,null,3.22,3.32,3.450,4.120,4.64,5.52,6.11,6.56,null,7.38
1992-09-02,null,3.21,3.31,3.430,4.100,4.59,5.50,6.07,6.54,null,7.37
1992-09-03,null,3.21,3.29,3.430,4.090,4.59,5.50,6.07,6.54,null,7.37
1992-09-04,null,2.98,3.05,3.180,3.890,4.38,5.30,5.90,6.40,null,7.29
1992-09-08,null,2.96,3.01,3.140,3.830,4.31,5.21,5.80,6.29,null,7.23
1992-09-09,null,2.97,3.02,3.170,3.850,4.34,5.25,5.83,6.31,null,7.25
1992-09-10,null,2.97,3.02,3.170,3.830,4.34,5.26,5.84,6.31,null,7.24
1992-09-11,null,2.98,3.04,3.190,3.870,4.39,5.33,5.91,6.37,null,7.30
1992-09-14,null,2.95,2.99,3.130,3.800,4.33,5.28,5.86,6.32,null,7.26
1992-09-15,null,2.98,3.02,3.200,3.890,4.43,5.37,5.94,6.40,null,7.33
1992-09-16,null,2.96,3.01,3.170,3.870,4.42,5.40,5.95,6.41,null,7.35
1992-09-17,null,2.94,3.00,3.140,3.860,4.40,5.41,5.95,6.40,null,7.34
1992-09-18,null,2.94,2.99,3.130,3.860,4.40,5.41,5.97,6.41,null,7.32
1992-09-21,null,2.97,3.00,3.160,3.910,4.45,5.46,5.99,6.42,null,7.35
1992-09-22,null,2.98,3.04,3.200,3.980,4.49,5.52,6.07,6.50,null,7.45
1992-09-23,null,2.98,3.06,3.210,3.970,4.52,5.54,6.13,6.54,null,7.48
1992-09-24,null,2.95,3.01,3.170,3.910,4.45,5.47,6.06,6.48,null,7.42
1992-09-25,null,2.86,2.92,3.040,3.780,4.31,5.33,5.96,6.41,null,7.35
1992-09-28,null,2.79,2.93,3.040,3.770,4.29,5.28,5.91,6.37,null,7.34
1992-09-29,null,2.79,2.93,3.060,3.800,4.31,5.31,5.92,6.37,null,7.36
1992-09-30,null,2.75,2.92,3.060,3.800,4.34,5.33,5.94,6.37,null,7.38
1992-10-01,null,2.67,2.83,2.960,3.670,4.18,5.18,5.80,6.23,null,7.30
1992-10-02,null,2.69,2.87,2.980,3.710,4.20,5.22,5.84,6.26,null,7.33
1992-10-05,null,2.75,2.87,2.980,3.680,4.18,5.18,5.81,6.24,null,7.34
1992-10-06,null,2.79,2.92,3.050,3.740,4.24,5.25,5.89,6.30,null,7.41
1992-10-07,null,2.89,3.00,3.150,3.880,4.42,5.43,6.03,6.46,null,7.48
1992-10-08,null,2.85,2.97,3.080,3.830,4.36,5.37,5.99,6.41,null,7.45
1992-10-09,null,2.89,3.03,3.190,4.000,4.50,5.50,6.08,6.52,null,7.52
1992-10-13,null,2.95,3.06,3.220,3.990,4.52,5.49,6.07,6.51,null,7.53
1992-10-14,null,2.99,3.10,3.260,4.020,4.54,5.51,6.07,6.51,null,7.50
1992-10-15,null,2.98,3.11,3.270,4.020,4.56,5.52,6.08,6.53,null,7.51
